"Specialized Traces WorkflowID"	"Specialized Traces ID"	"Checked"	"File ID"	"TraceDetector Type"	"Description"	"Scan Filter"	"Spectrum File"
"-116"	"121"	"False"	"F61"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_D4.raw"
"-116"	"122"	"False"	"F61"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_D4.raw"
"-116"	"123"	"False"	"F62"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_E2.raw"
"-116"	"124"	"False"	"F62"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_E2.raw"
"-116"	"125"	"False"	"F63"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_F3.raw"
"-116"	"126"	"False"	"F63"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_F3.raw"
"-116"	"127"	"False"	"F64"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_G3.raw"
"-116"	"128"	"False"	"F64"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_G3.raw"
"-116"	"129"	"False"	"F65"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_H2.raw"
"-116"	"130"	"False"	"F65"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_H2.raw"
"-116"	"131"	"False"	"F66"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_H4.raw"
"-116"	"132"	"False"	"F66"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_H4.raw"
"-116"	"133"	"False"	"F67"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_J2.raw"
"-116"	"134"	"False"	"F67"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_J2.raw"
"-116"	"135"	"False"	"F68"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_J3.raw"
"-116"	"136"	"False"	"F68"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Healthy_CH2_J3.raw"
"-116"	"137"	"False"	"F69"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_B5.raw"
"-116"	"138"	"False"	"F69"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_B5.raw"
"-116"	"139"	"False"	"F70"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_C7.raw"
"-116"	"140"	"False"	"F70"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_C7.raw"
"-116"	"141"	"False"	"F71"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_D5.raw"
"-116"	"142"	"False"	"F71"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_D5.raw"
"-116"	"143"	"False"	"F72"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_F6.raw"
"-116"	"144"	"False"	"F72"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_F6.raw"
"-116"	"145"	"False"	"F73"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_K5.raw"
"-116"	"146"	"False"	"F73"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH1_K5.raw"
"-116"	"147"	"False"	"F74"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH2_B7.raw"
"-116"	"148"	"False"	"F74"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH2_B7.raw"
"-116"	"149"	"False"	"F75"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH2_D6.raw"
"-116"	"150"	"False"	"F75"	"BPC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH2_D6.raw"
"-116"	"151"	"False"	"F76"	"TIC"	"MS Order: MS1"	"FTMS + p NSI Full ms [375.0000-1575.0000]"	"HFL1SC_Unhealthy_CH2_D7.raw"
