"Proteins Unique Sequence ID"	"Protein Groups Protein Group ID"
"1560013588739463450"	"2240"
"-4698111209888211937"	"979"
"-6067622255201761803"	"673"
"-7553626301853439744"	"368"
"4388316332710741736"	"2816"
"6904247061824975509"	"3343"
"8733073153951393299"	"3751"
"3200441400831728481"	"2556"
"7462065859755780458"	"3482"
"8070677658803742602"	"3595"
"3823742586445689125"	"2674"
"4299442073717893558"	"2791"
"-3057397942086432983"	"1301"
"-7821443227356319074"	"312"
"9173522146093415156"	"3840"
"1970500683909472749"	"2321"
"1654139714091192156"	"2259"
"-2491250249564736583"	"1420"
"-265190665490175279"	"1862"
"-6202573485252222351"	"643"
"-8360736340109521171"	"185"
"-220187434067665020"	"1871"
"5110647921577969291"	"2961"
"7751322844419777287"	"3542"
"8199308046116639924"	"3622"
"464710821049961601"	"2012"
"-630716066930521994"	"1797"
"-7004847705827106277"	"482"
"-7158809287201110390"	"448"
"1810936041351235476"	"2289"
"-8893850793131937072"	"69"
"9162404171034655345"	"3836"
"-3536014580655726636"	"1206"
"4669582213055541224"	"2866"
"-2998766617902893478"	"1316"
"-428002072210945893"	"1835"
"6008736440558391918"	"3168"
"-5091177938667012153"	"891"
"822746674543726808"	"2102"
"7065461624018501642"	"3382"
"1361421774522293685"	"2198"
"4892501601992705752"	"2911"
"-5568233219206595783"	"787"
"5142259406840293622"	"2971"
"-7453155325725910333"	"393"
"7223857825559704737"	"3419"
"8157720001899261977"	"3612"
"6355560560507303362"	"3241"
"454614890472134779"	"2010"
"7391993616451194129"	"3465"
"2608297445267441955"	"2437"
"-3071806788293272628"	"1297"
"-2962553844578153557"	"1327"
"667105881422382655"	"2062"
"6116188343313863326"	"3198"
"-92542688516821267"	"1906"
"-372062034567143460"	"1848"
"7305696004000830147"	"3444"
"-5077095867447308247"	"895"
"-4869143476367485082"	"944"
"-4440624783436864340"	"1038"
"-658722355380059482"	"1791"
"-6951707078464123867"	"496"
"2003542592102703828"	"2333"
"-3557682221437211922"	"1201"
"-1354238916064112101"	"1653"
"-3914763755689381130"	"1138"
"1867390860608568122"	"2297"
"3652435183447384843"	"2645"
"-8311044657227682609"	"197"
"-8030741050122894286"	"262"
"8347343991909543181"	"3660"
"3676261160351096813"	"2650"
"8017112882834387390"	"3587"
"141064915599705120"	"1953"
"-7037124344894796101"	"477"
"486369733032658102"	"2018"
"-2956778552080546756"	"1329"
"8876703773954477578"	"3780"
"8189212090072634322"	"3620"
"-2523415922773781630"	"1413"
"3725615404801325538"	"2657"
"-6712994512663593747"	"548"
"-5658531397238436427"	"758"
"2793750526959978995"	"2473"
"-5570011762610831178"	"786"
"6122018669402729918"	"3200"
"5641944312381893453"	"3093"
"-4568702403893883224"	"1013"
"-8011700536364298071"	"271"
"-8490038694368138943"	"160"
"4941414792679987409"	"2920"
"-5658103532290025162"	"759"
"9025151423134884799"	"3811"
"6687087814607391306"	"3307"
"1905410913598438347"	"2304"
"-4614759430927904392"	"1005"
"-888778230352659976"	"1746"
"-955816953963697270"	"1734"
"3499966319797164374"	"2614"
"-4795865386403905334"	"966"
"4192017138878545272"	"2765"
"-2155792975074560174"	"1496"
"-8808968568097127538"	"85"
"5225742282828706661"	"2994"
"-5736132204933563971"	"743"
"8085543838835367979"	"3597"
"-731034303809351261"	"1776"
"7084802122099726413"	"3386"
"-573717286669998035"	"1807"
"-65885547714639477"	"1913"
"-171155120180448738"	"1879"
"3973865475325375053"	"2712"
"1318421355123868087"	"2187"
"-7730919708393107276"	"331"
"-7812258067250226865"	"314"
"4634440829805379897"	"2861"
"427492747500399418"	"2008"
"-1823478182965964920"	"1572"
"-4973167522847680730"	"914"
"3342691201773252117"	"2591"
"-2189276598999429283"	"1492"
"-1215487394628666745"	"1673"
"5141794286519354699"	"2970"
"-5174264418591175579"	"875"
"-737330374784277396"	"1775"
"-1440174412747263702"	"1638"
"7407446589588264140"	"3469"
"-7404878853546815253"	"400"
"1982889166622977823"	"2325"
"-2568308033729826474"	"1407"
"2869240267963356902"	"2491"
"8127664239707628869"	"3610"
"-626211780393022261"	"1799"
"-86981050359388585"	"1908"
"-8351496581142553779"	"188"
"-8562609407923997771"	"149"
"662034156312973961"	"2061"
"418728153778102369"	"2006"
"3392290766648390097"	"2598"
"-1025535820555225520"	"1716"
"7224786747787090368"	"3421"
"2221854265265904754"	"2375"
"-5190844629039423371"	"873"
"6176465889462423199"	"3211"
"4196328193324922652"	"2767"
"-585008616192458607"	"1804"
"-7810220867398649994"	"315"
"-7571054371893401161"	"362"
"-5087638507237136234"	"892"
"-2409856702102921406"	"1437"
"5730773249092852054"	"3111"
